Id,RecResult
6365,i need a ticket to green park
6366,can i pay with credit card
6367,can i pay with credit card
6368,where is the gym westminster
6369,i need a ticket to westminster
6370,i need a ticket to westminster
6371,can i pay with mastercard
6374,i need a ticket to piccadilly circus
6375,can i pay with credit card
6376,i would like to pay with dollars
6377,i want a ticket to green park
6378,i need a ticket to green park
6380,can i pay with credit card
6381,can i pay with food
6382,i want a twin room
6383,i pay boots
6384,i need a ticket to westminster
6385,i need a ticket to westminster
6386,can i pay with credit card
6387,i need a ticket to westminster
6388,i need a ticket to westminster
6389,i need a ticket to westminster
6391,i want a ticket to westminster
6392,i need a room for
6393,i need a ticket to westminster
6394,can i pay with credit card
6396,i'm gas
6397,i need a ticket to westminster
6398,three tickets
6399,i would like one musical ticket
6401,i would like to go on thursday five nights
6402,i want tickets for starlight express
6403,you have
6404,i need a ticket to trafalgar scar
6405,can i pay with visa
6406,i would like to pay with visa
6407,i would like to pay with visa
6408,i need a ticket to piccadilly circus
6409,i need a ticket to piccadilly circus
6410,i need a ticket to piccadilly circus
6411,i would like to pay with visa
6412,do i need a ticket to green park
6413,i want a ticket to green park
6414,i need a ticket to green park
6415,i would like to pay with mastercard
6416,i would like to pay with mastercard
6417,sorry i need a ticket to westminster
6418,i would like to pay with credit card
6420,no i need a ticket to westminster
6421,i have a ticket to westminster
6422,i would like to have a ticket to westminster
6423,i would like to pay with credit card
6425,i would like to pay with credit card
6426,i would like to have a ticket to notting hill
6427,i would like to pay with post card
6428,i would like to pay with post card
6429,i would like to pay with dollars
6430,i would like a still have a ticket to green park
6431,i would like to pay with credit card
6432,can i have a room for seven nights
6433,can i have a single room
6435,i want to pay with my credit card
6436,i want to pay with my credit card
6437,is there a hairdresser
6438,where is the hairdresser
6440,i would like to stay for london
6441,a twin room
6442,i would like to have a twin room
6443,i would like to have a twin room
6444,can i pay with mastercard
6445,i would like to pay with credit card
6446,is there a fitness studio
6447,i would like to stay for one week
6448,a twin room
6449,i would like to pay with credit card
6450,i would like to pay with euro
6451,is there a hairdresser
6452,your hotel have one
6480,i have a reservation
6481,i have a reservation
6482,i have a reservation
6483,i would like to have i have a reservation i have can i have a reservation
6484,i have a reservation
6485,i have no reservation
6486,i don't have a reservation
6487,i will have a reservation
6488,i would like to stay for seven nights
6489,i'd like to have a room for seven nights
6491,i would like a room for mamma mia
6493,a single room please
6494,i will pay with post card
6495,i want to pay with post card
6496,i would like a junior suite
6497,i want there a hairdresser
6498,where is the hairdresser
6499,where is the hairdresser
6500,i have no reservation
6501,i would don't have a reservation
6502,i do not have a reservation
6503,i do not have a reservation
6504,i do not have a reservation
6506,i have not have a reservation
6507,i do not have a reservation
6508,can i have a ticket to london
6509,i'd like to leave at monday
6510,i would like to leave at monday
6511,my name is paul
6512,i'm from austria australia
6513,i'm from austria
6514,can i have five tickets to london
6515,i have five tickets to london
6516,can i have five tickets to london
6517,i would like to leave tomorrow at two pm
6518,i want to leave tomorrow at two pm
6519,i want to leave tomorrow at two pm
6520,i will name is andrew
6521,my name is andrew
6522,i'm from french
6523,can i have a ticket to london
6525,can i have one ticket to london
6526,i want to leave tomorrow at one p m
6527,i want to leave tomorrow at eleven steak medium
6528,i want to leave tomorrow at eleven a m
6529,my name is nick
6530,i'm from turkey
6531,can i have two tickets to london
6532,i want two tickets to london
6533,i want to leave tomorrow at five p m
6534,my name is stephanie
6535,i'm from portugal
6536,my name is james
6537,i want some french
6538,capital of france is paris
6539,the capital from french is paris
6540,the capital from is paris
6541,i have one sister
6542,i would go
6543,i would go on holiday
6544,this is my passport
6546,i want a room for three nights
6547,i want a i row
6548,i want a single room please
6549,i want pay with credit card
6550,i pay with credit card
6551,i would sit the hotel bar
6552,is there a hotel bar
6553,i have a
6554,i would like a
6556,a single room please
6557,i want with a post card i want
6558,can i pay with mastercard
6559,is there a lift
6560,where is the lift
6561,i want a room for four nights
6562,a twin room please
6563,can i pay with visa
6564,is there a hotel bar
6565,where is the hotel bar
6566,i would like tickets to london
6567,i want to leave at six pm tomorrow
6568,my name is jack
6569,i'm from turkey
6570,my name is john
6571,i'm from italy
6572,the capital from my card is rome
6573,i have four older brothers
6574,i am on holidays
6575,this is my passport
6576,i like
6577,i would like to buy some boots
6578,i would like to buy some boots
6579,i would like to buy some go
6580,white boots
6581,i want a thirty-eight
6582,i want to buy a t-shirt
6583,i would like a t-shirt
6584,i would like a t-shirt
6585,like a t-shirt
6586,i want white tee shirt please
6587,i need a large
6588,forty three
6590,i'd like a room for seven nights
6592,i would like a room for two nights
6593,i would like a room for two nights
6594,i would like a double room
6595,i would like a double room
6596,i would like a double room
6597,can i pay with credit card
6598,is there a grocery store
6599,i would like a still water
6600,i would like a sparkling water
6601,i would like the steak
6602,i would like my steak medium
6603,i would like mastercard
6604,could i see the dessert menu
6605,i would like a shirt
6606,i do passport
6607,can i have the bill
6608,i would like to pay with post card
6609,i would like a lemonade
6610,i would like the steak
6611,i would like my steak medium
6612,i would like a baked potato
6613,could i see the dessert menu
6614,could i see the dessert menu
6615,can i have the dessert card
6617,i would like a fanta
6618,i would like a steak
6619,i would like my steak rare
6620,the shirt
6621,could i see the dessert menu
6622,i would like the dessert menu
6623,i would like a coke
6624,i would like the apple cake
6625,want market
6626,i would like the bill
6627,can i pay with credit card
6628,i would like a room for one week
6630,i would like a room a single room
6631,i would like a single room please
6632,i would like pay with credit card
6633,is here a a shower eat
6634,is here a shampoo with seat
6635,is there a shop
6636,i would like a room for six nights
6637,i would like a single room please
6638,i would like pay with credit card
6639,i would like pay with dollars
6640,the t-shirt a shower eat
6641,i have shop with suite
6642,i have a steak
6643,i would like a tea
6644,i would like a hamburger
6645,i would like a hamburger
6646,i would like my hamburger rare
6647,i want some mashed potatoes
6648,could i see the dessert menu
6649,can i have the dessert menu
6650,i would like the lemon cake
6651,i'm pie please
6652,i would like pants
6653,i would like the bill
6654,i would like pay with credit card
6655,i would like a room for three nights
6657,i'd like a twin room
6659,i'd like pay with credit card
6660,is there a hotel restaurant
6661,who is the hotel restaurant
6662,i would like a tea
6663,i would like a steak
6664,i would like my steak rare
6665,i would like a coke
6666,is there a hairdresser
6667,i don't know
6668,i would like the dessert menu
6669,i would like the trifle
6670,i would like the bill
6671,i would like pay with credit card
6672,i would like a room for six nights
6673,i would like a single room
6674,can i have a single room
6675,can i have a single room
6676,i would like with visa
