Id,RecResult,Confidence
6328,i want one ticket for sunday night,1.0 1.0 1.0 1.0 1.0 1.0 0.96
6329,i want one ticket for mamma mia,1.0 0.99 0.95 0.95 1.0 1.0 1.0
6331,i would like tickets for the science museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
6332,one ticket,1.0 1.0
6333,i would like one ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6334,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
6335,i would like one a orange juice,1.0 1.0 1.0 1.0 0.49 0.86 0.83
6336,i would like a hamburger,1.0 1.0 1.0 0.78 1.0
6337,i would like my hamburger medium,1.0 1.0 1.0 1.0 1.0 1.0
6338,i'm from france,0.77 0.95 0.94
6339,where is the national national gallery,1.0 1.0 1.0 0.98 1.0 1.0
6340,where is the national gal gallery,0.99 1.0 0.99 0.65 0.58 1.0
6341,where is the piccadilly circus,1.0 1.0 0.93 1.0 1.0
6342,which bus goes there,1.0 1.0 0.98 1.0
6343,i have no reservation,1.0 1.0 1.0 1.0
6344,no i do no have a reservation,1.0 1.0 0.64 0.69 1.0 1.0 1.0
6345,i want a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6346,a twin room please,1.0 1.0 1.0 1.0
6347,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6348,can i pay with dollars,1.0 1.0 1.0 0.97 1.0
6349,do you a do you have a lift,0.8 0.8 0.46 0.85 0.97 1.0 1.0 1.0
6350,do you have a lift,1.0 1.0 1.0 1.0 1.0
6351,where is the lift,1.0 1.0 1.0 1.0
6352,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6353,i want a suite,1.0 1.0 1.0 1.0
6354,i would like to pay with post card,1.0 1.0 1.0 0.9 0.5 0.98 0.82 0.82
6355,i would like a room for six nights,1.0 0.76 1.0 1.0 1.0 1.0 1.0 1.0
6356,a double room,1.0 1.0 1.0
6357,a double room,1.0 1.0 1.0
6359,i with cash with mastercard,1.0 0.58 0.62 1.0 0.97
6360,can i buy,1.0 1.0 0.75
6361,can i buy with the mastercard,1.0 1.0 1.0 0.69 0.74 0.98
6362,is there a hairdresser,1.0 1.0 1.0 1.0
6363,where is the hairdresser,1.0 1.0 1.0 1.0
6364,i haven't got a reservation,1.0 1.0 1.0 1.0 1.0
6365,no i don't have a reservation,1.0 1.0 0.81 1.0 1.0 1.0
6366,can i have a room for for five nights,1.0 1.0 1.0 1.0 1.0 0.98 1.0 1.0 1.0
6367,a single room please,1.0 1.0 1.0 1.0
6368,i pay by visa postcard,1.0 0.82 0.83 0.99 0.78
6369,i would like to pay by post card,1.0 1.0 1.0 0.56 1.0 1.0 0.87 0.87
6370,is there a swimming pool,0.96 0.96 0.96 1.0 1.0
6371,can i have four tickets ah sandals,1.0 1.0 1.0 1.0 1.0 0.42 0.44
6372,can i have four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6374,i would like to leave tomorrow,1.0 1.0 1.0 1.0 1.0 1.0
6375,my name is michelle,1.0 1.0 1.0 1.0
6376,i am from scotland,0.81 0.81 1.0 1.0
6377,my name is stephanie,1.0 1.0 1.0 0.9
6378,i'm from austria,0.86 1.0 0.99
6379,the capital of austria is vienna,1.0 1.0 1.0 1.0 1.0 1.0
6380,i have three older brothers,1.0 1.0 1.0 1.0 0.87
6382,i went to holiday,1.0 0.94 1.0 0.65
6383,i'm going on holidays,0.92 1.0 1.0 1.0
6384,that is my pass,0.99 1.0 1.0 0.97
6385,this is my passport,1.0 1.0 1.0 1.0
6386,my name is mona,1.0 1.0 1.0 0.99
6387,i'm from tuesday,0.93 1.0 0.77
6388,i am from america,1.0 1.0 1.0 1.0
6389,i i don't know reservation,0.77 1.0 1.0 0.93 1.0
6390,i don't reservation,1.0 1.0 1.0
6391,no i do not have a reservation,0.96 1.0 0.96 0.96 1.0 1.0 1.0
6392,i want a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6394,i would like to buy pay with post card,1.0 1.0 1.0 1.0 0.82 1.0 0.99 0.92 0.92
6395,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 0.89 0.94 0.94
6396,is there a grocery store,1.0 1.0 1.0 0.99 1.0
6397,where is the grocery store,1.0 1.0 1.0 1.0 1.0
6398,no i do not have a reservation,0.98 1.0 0.76 0.84 1.0 1.0 1.0
6399,no i do not have a reservation,1.0 1.0 0.88 0.93 1.0 1.0 1.0
6400,i want a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6401,a twin room please,0.99 1.0 1.0 1.0
6402,i want to like to pay with post card,1.0 1.0 0.52 1.0 0.95 1.0 0.54 0.95 0.95
6403,is there a grocery store,1.0 1.0 1.0 0.98 1.0
6404,where is the grocery store,1.0 1.0 1.0 0.99 1.0
6405,my coast,1.0 0.95
6406,my toilet is dirty,1.0 1.0 1.0 1.0
6407,where can i visa ah harry three,1.0 1.0 1.0 0.39 0.79 0.34 0.77
6408,where can i have three tickets for the musical room ticket to the hill where can i pay a hairdryer,1.0 1.0 1.0 0.74 0.96 0.96 0.96 0.92 0.95 1.0 0.65 0.45 0.39 0.46 1.0 1.0 1.0 0.98 1.0 1.0
6409,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 0.62 1.0
6410,a single room please,0.94 0.9 1.0 1.0
6411,can i pay with mastercard,1.0 1.0 1.0 0.92 0.98
6412,is there a hairdresser,1.0 1.0 1.0 0.83
6413,is there a hairdresser,1.0 1.0 1.0 0.57
6414,is there a hairdresser,1.0 1.0 1.0 1.0
6415,no i do not have a reservation,0.99 1.0 1.0 1.0 1.0 1.0 1.0
6416,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 0.99 1.0
6417,i want a suite,1.0 1.0 0.99 0.95
6418,can i pay with credit card,1.0 1.0 1.0 0.89 1.0 1.0
6419,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6420,where is the hotel bar,1.0 1.0 1.0 1.0 0.78
6421,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
6422,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6423,i want a nights for nights,1.0 0.94 0.99 0.86 0.47 0.36
6425,a single room please,1.0 1.0 1.0 1.0
6427,i would like to pay with post card,0.95 0.72 0.89 0.96 1.0 0.94 0.7 0.75
6429,is there a hairdresser,1.0 1.0 1.0 1.0
6430,who is the pants,1.0 1.0 0.97 0.46
6431,a room a room i would like a room for sandals,0.94 0.96 1.0 0.94 1.0 1.0 1.0 1.0 1.0 1.0 0.31
6433,i want a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6434,a single room please,1.0 1.0 1.0 1.0
6435,i want with visa is john,1.0 1.0 1.0 1.0 0.96 0.93
6437,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6438,i want a fitness studio,1.0 1.0 1.0 1.0 1.0
6440,is there a gym,1.0 1.0 1.0 0.99
6441,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6442,a room a room for two nights,0.83 0.66 0.96 1.0 1.0 1.0 1.0
6443,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6444,i want a twin zimmer,1.0 1.0 1.0 1.0 1.0
6447,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6449,can i pay with euros,1.0 1.0 1.0 1.0 1.0
6451,it's a live in the hotel bar,0.69 0.99 0.86 1.0 0.87 0.98 0.8
6452,do you have a lift,1.0 1.0 1.0 1.0 1.0
6453,where is the lift,1.0 1.0 1.0 1.0
6454,i want three three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6455,i want three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6458,i want to leave at ten o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.72 1.0 1.0
6459,my name is john,1.0 1.0 1.0 1.0
6460,i'm from portugal,0.8 1.0 1.0
6461,i want five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6462,i want five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6463,i want to leave at saturday,1.0 1.0 0.8 1.0 1.0 0.94
6464,i would like to leave on saturday,1.0 1.0 1.0 1.0 1.0 1.0 0.99
6465,my name is sarah,1.0 1.0 1.0 1.0
6466,my name is sarah,1.0 1.0 1.0 1.0
6467,i'm from turkey,0.95 1.0 1.0
6469,i want a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6470,twin zimmer,1.0 1.0
6471,i want a twin zimmer,1.0 1.0 1.0 1.0 1.0
6472,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6473,can i pay with switzer francs,1.0 1.0 1.0 1.0 0.98 1.0
6474,is there a hotel a fitness studio,1.0 0.99 0.99 1.0 0.99 1.0 1.0
6475,where is the fitness studio,1.0 1.0 1.0 1.0 1.0
6476,i want a room for three three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
6478,i want the steak,1.0 1.0 0.75 0.83
6479,i want three monday,1.0 1.0 0.48 0.51
6480,a suite,0.69 0.99
6481,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6482,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99
6484,my name is michelle,1.0 1.0 1.0 1.0
6485,i'm from turkey,0.99 1.0 1.0
6486,i want a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
6487,i would like to leave on sunday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6488,my name is jack,1.0 1.0 1.0 1.0
6489,i am from a sandals,1.0 1.0 1.0 0.6 0.74
6490,i need a ticket to trafalgar scar,1.0 1.0 1.0 1.0 1.0 1.0 0.96
6491,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6492,can i pay with euros,1.0 1.0 1.0 1.0 1.0
6493,i want a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6495,can i pay by mastercard,1.0 1.0 1.0 1.0 0.98
6496,i want a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6504,i'm fine,0.94 1.0
6505,i am looking for sandals,0.61 0.61 1.0 1.0 1.0
6506,i'm looking for blue sandals,0.9 0.93 0.47 1.0 1.0
6507,who sandals please blue sandals please,0.26 1.0 1.0 0.99 1.0 1.0
6508,can eat blue sandals please,0.57 1.0 0.99 1.0 1.0
6509,i am a thirty seven,0.98 0.98 1.0 1.0 1.0
6510,i want looking king jeans,1.0 1.0 0.42 0.34 0.98
6511,i am looking for trousers,0.6 0.6 1.0 1.0 1.0
6512,green sandals please,0.94 0.51 1.0
6514,small,1.0
6515,how much does it cost,1.0 1.0 1.0 1.0 1.0
6516,the tower is too much the tower is too much,1.0 1.0 1.0 0.93 0.9 1.0 1.0 1.0 0.97 0.72
6517,no thank you the tower is too expensive,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6518,i'm fine,0.96 1.0
6519,i want to pay with boots five want looking for boots,1.0 1.0 0.65 0.64 0.64 1.0 0.74 1.0 1.0 0.97 0.98
6520,i would like some boots,1.0 1.0 1.0 1.0 1.0
6522,for thirty four tickets,0.79 0.67 0.74 0.41
6523,i am a forty four,0.94 0.94 0.99 1.0 1.0
6524,i want looking for jeans,1.0 1.0 0.89 0.8 0.99
6527,i am a large,1.0 1.0 1.0 0.99
6528,this is too big,1.0 1.0 1.0 1.0
6529,i want not got this jeans,1.0 1.0 0.68 0.36 0.9 1.0
6530,i do not want this jeans i no i do not want these jeans,1.0 1.0 1.0 1.0 0.87 1.0 0.42 0.58 1.0 1.0 1.0 1.0 0.5 0.99
6531,i don't want this,1.0 0.65 0.88 0.61
6532,no i do not want this,1.0 1.0 1.0 1.0 1.0 0.83
6533,a room for four nights,0.66 1.0 1.0 1.0 1.0
6535,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6536,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
6537,who is the hotel bar,0.99 1.0 1.0 1.0 1.0
6538,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6539,i would like a suite,1.0 1.0 1.0 1.0 1.0
6540,i want a suite,1.0 1.0 0.96 0.97
6541,a room for seven nights,1.0 1.0 1.0 1.0 1.0
6542,twin room,1.0 1.0
6544,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6545,is there a hairdresser,1.0 1.0 1.0 1.0
6546,three tickets to london,1.0 1.0 0.83 0.93
6547,i would like to leave tomorrow at four,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.94
6548,my name is andy,1.0 1.0 1.0 0.97
6549,i am from australia,0.62 0.62 1.0 1.0
6550,i want a room for four nights,1.0 1.0 0.99 1.0 1.0 1.0 1.0
6551,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
6552,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
6554,is there a grocery store,1.0 1.0 1.0 1.0 1.0
6555,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6556,i want a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6557,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
6558,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6559,can i pay with euros,1.0 1.0 1.0 1.0 0.97
6560,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6561,where is the hotel restaurant,0.94 1.0 1.0 1.0 1.0
6562,can i buy a six tickets to london,1.0 1.0 1.0 0.56 1.0 1.0 1.0 1.0
6563,i would like to leave on thursday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.55
6564,my name is nick,1.0 1.0 1.0 1.0
6565,i am from ireland,0.56 0.56 1.0 1.0
6567,i am looking for sandals,1.0 1.0 1.0 1.0 0.97
6568,i have white sandals,0.56 0.96 0.96 0.96
6569,i am a thirty six,1.0 1.0 1.0 1.0 0.83
6570,i would like a t-shirt,1.0 1.0 1.0 1.0 0.98
6571,can i have the bill,1.0 1.0 1.0 1.0 1.0
6572,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6573,i'm fine thanks,1.0 1.0 1.0
6574,i'd like some boots,0.92 1.0 1.0 1.0
6575,i would like brown boots please,1.0 1.0 1.0 0.96 1.0 1.0
6576,brown boots please,1.0 1.0 1.0
6577,i am a forty three,0.77 0.77 1.0 1.0 0.99
6578,i want a shirt,1.0 1.0 0.99 0.99
6579,capital shirt please,0.64 0.97 1.0
6580,a suite,0.42 0.57
6581,i want a large,1.0 0.97 0.52 1.0
6582,how much is it,1.0 1.0 0.99 0.96
6583,the shirt is too expensive,0.98 0.95 1.0 1.0 1.0
6585,i'd like sandals,0.62 1.0 1.0
6586,i would like red sandals,1.0 1.0 1.0 0.95 1.0
6587,i am a forty one,1.0 1.0 1.0 1.0 1.0
6588,i'd like trousers,1.0 1.0 1.0
6589,red trousers please,1.0 1.0 1.0
6590,i am a small,1.0 1.0 1.0 1.0
6591,how much capital is coast,1.0 1.0 0.38 0.91 0.87
6592,no thank you is too expensive,1.0 1.0 0.95 1.0 1.0 1.0
6593,no thank you the pants is too expensive,1.0 1.0 1.0 0.81 0.79 1.0 1.0 1.0
6594,a lift,0.74 0.76
6595,i'm fine thanks,0.99 1.0 1.0
6596,i would like sandals,0.82 0.82 1.0 1.0
6597,i would like blue sandals,0.53 0.53 1.0 1.0 1.0
6598,blue sandals please,0.64 1.0 1.0
6599,i'm a forty three,0.54 1.0 1.0 1.0
6600,i'd like a sweatshirt,0.84 1.0 1.0 1.0
6601,i would like a red sweatshirt,0.96 0.96 1.0 1.0 1.0 1.0
6602,i am a small,1.0 1.0 1.0 0.95
6603,how much is it,1.0 1.0 0.97 0.95
6604,i want a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6605,single room,1.0 1.0
6606,i want to pay by credit card,1.0 1.0 0.99 1.0 0.99 1.0 1.0
6607,i want to leave monday hair pay,1.0 1.0 0.69 0.71 0.72 0.68 0.99
6609,where is barbara,0.99 0.99 0.71
6610,do you have a passport,0.95 0.99 1.0 0.95 0.49
6611,i am a hairdresser,1.0 1.0 1.0 0.76
6612,where is the hairdresser,1.0 1.0 1.0 1.0
6613,i have no reservation,1.0 1.0 1.0 1.0
6615,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6617,a room for seven nights,0.76 1.0 1.0 1.0 1.0
6618,room for seven nights,1.0 1.0 1.0 1.0
6620,can i pay by mastercard,1.0 1.0 1.0 1.0 0.99
6621,i,0.54
6622,is there a hotel bar,0.95 0.95 0.98 1.0 1.0
6623,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
6624,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
6625,my room is paris row,1.0 1.0 1.0 0.39 0.48
6626,my room is dirty,1.0 1.0 1.0 1.0
6627,i could not find my me a hairdryer,1.0 0.92 0.98 0.97 0.98 0.52 0.87 0.85
6628,where can i buy a hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
6629,i would like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6630,i would like to leave at saturday afternoon,1.0 1.0 1.0 1.0 1.0 0.54 0.62 1.0
6631,i would like to leave on sunday afternoon,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
6633,my name is erica,1.0 1.0 1.0 1.0
6634,i'm from switzerland,1.0 1.0 1.0
6635,my name is patrick,1.0 1.0 1.0 1.0
6637,i'm from spain,0.71 1.0 1.0
6638,the capital of spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
6639,i have four younger brothers,1.0 1.0 1.0 0.49 0.56
6640,i have four young brothers,1.0 1.0 0.99 0.73 0.99
6641,i have four younger brothers,1.0 1.0 1.0 0.92 1.0
6642,i go to the holidays,1.0 1.0 0.91 0.99 1.0
6643,i'm going on holidays,0.87 1.0 1.0 0.81
6644,this is my passport,1.0 1.0 1.0 1.0
6645,a room,0.76 0.94
6646,a room for four nights,0.99 1.0 1.0 1.0 1.0
6647,i,0.43
6648,a single room,1.0 1.0 1.0
6649,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
6650,do you have a lift,1.0 1.0 1.0 1.0 1.0
6651,where is the lift uh where is the lift,1.0 1.0 1.0 0.95 0.49 1.0 1.0 1.0 0.99
6652,i'd like a room for two nights,0.97 1.0 1.0 1.0 1.0 0.73 1.0
6653,i would like a room for three nights,1.0 1.0 1.0 1.0 1.0 1.0 0.93 1.0
6654,i'd like a single room please,0.93 1.0 1.0 1.0 1.0 1.0
6655,single room,0.92 1.0
6656,single room,1.0 1.0
6657,i want to buy with credit card please,1.0 1.0 1.0 0.64 1.0 1.0 1.0 1.0
6659,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6660,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6661,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6662,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
6663,yes i would like four tickets for london please,0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6664,i want four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0
6665,yes i want four tickets to london states,0.54 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6666,i would like to leave tomorrow at one p m,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.86 0.86
6667,my name is brian,1.0 1.0 1.0 1.0
6668,i'm from america,0.9 1.0 1.0
6669,i'm looking pants,0.86 0.41 0.58
6670,i am good,0.89 0.89 0.94
6671,i would like to buy some boots,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6672,i would like to buy some boots,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6673,i would like to buy some boots,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6674,i want to buy white boots,1.0 1.0 0.98 0.89 1.0 1.0
6675,thirty six,1.0 1.0
6676,i am a thirty six,0.99 0.99 1.0 1.0 0.98
6677,i am looking for francs,0.95 0.95 1.0 1.0 0.47
6678,i am looking for brown paris,1.0 1.0 1.0 1.0 0.99 0.72
6680,i need a large,1.0 1.0 0.98 1.0
6681,how much is this,1.0 1.0 1.0 1.0
6682,the tower is near bank this,0.86 0.81 0.86 0.75 0.35 0.56
6683,i would like a still water,1.0 1.0 1.0 1.0 1.0 1.0
6684,i'd like a steak,0.95 1.0 0.97 1.0
6685,i'd like my steak rare,0.72 0.99 1.0 1.0 1.0
6686,i would like some carrots,1.0 1.0 1.0 1.0 1.0
6687,i'm please dessert card,0.67 0.81 0.94 1.0
6688,i would like the dessert card,1.0 1.0 1.0 1.0 0.99 1.0
6689,could i see the dessert menu,0.5 1.0 1.0 1.0 0.89 1.0
6690,i would like three tickets for this,1.0 1.0 1.0 0.98 0.99 1.0 0.98
6691,i would like the chocolate ice cream,1.0 1.0 1.0 1.0 1.0 1.0 0.99
6692,i would like a red boots,1.0 1.0 1.0 0.53 0.31 0.93
6695,my name is janet,1.0 1.0 1.0 0.43
6696,i'm from boots,0.82 1.0 0.96
6697,i am from spain,1.0 1.0 1.0 1.0
6698,the capital from spain is madrid,1.0 1.0 1.0 1.0 1.0 1.0
6699,i have two tuesday tuesday,0.64 0.59 0.15 0.65 0.21
6700,i want i want a room for five nights,1.0 1.0 1.0 1.0 0.97 1.0 1.0 0.97 1.0
6701,i want a room for five nights,1.0 1.0 0.99 1.0 1.0 1.0 1.0
6702,i am i would like a single room,0.94 0.63 0.97 0.53 1.0 0.59 0.51 0.73
6703,i would like a single room,1.0 0.9 1.0 1.0 1.0 1.0
6704,i would like a single room,1.0 1.0 1.0 1.0 0.83 1.0
6705,i want i want to pay with visa,0.99 1.0 1.0 1.0 0.99 1.0 1.0 1.0
6706,i want to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0
6707,i will buy i want to pay with visa,0.98 0.55 0.42 0.81 1.0 0.61 1.0 0.99 0.98
6708,for trousers,0.35 0.7
6709,a room for tomorrow stay card room,0.95 0.96 0.96 0.73 0.88 0.47 1.0
6710,i a pass room,0.51 0.56 0.61 1.0
6711,i want a ticket to london,0.99 0.7 0.81 0.9 1.0 1.0
6712,i need a ticket to london nights,1.0 1.0 1.0 1.0 0.63 0.43 0.5
6713,i need a ticket to london,1.0 1.0 1.0 1.0 0.96 1.0
6714,i want junior,1.0 1.0 0.78
6716,i want to leave at eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.77 1.0 1.0
6717,my name is jack,1.0 1.0 1.0 0.97
6718,i'm from portugal,0.97 1.0 0.85
6719,i need a ticket for sunday,1.0 1.0 1.0 1.0 0.7 0.58
6720,i want to leave at saturday nights,1.0 1.0 1.0 1.0 0.82 0.97 0.94
6721,i want to leave on saturday nights,1.0 1.0 1.0 1.0 0.99 0.91 0.68
6722,i want to leave on saturday nights,1.0 1.0 1.0 1.0 1.0 1.0 0.73
6723,my name is paris,1.0 1.0 1.0 0.34
6724,my name is janet,1.0 1.0 1.0 0.3
6725,i'm from austria,0.95 1.0 0.99
6726,i need a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0
6727,i need a ticket a,1.0 1.0 1.0 1.0 0.59
6728,i need a ticket for natural,1.0 1.0 1.0 1.0 0.57 0.25
6729,i want to leave on monday,1.0 1.0 1.0 1.0 0.99 1.0
6730,my name is mona,1.0 1.0 1.0 1.0
6731,i'm from austria,0.95 0.98 0.99
6732,i need five tickets for monday,1.0 1.0 1.0 0.98 0.78 0.62
6733,i want to leave at ten o'clock tomorrow,1.0 1.0 1.0 1.0 0.94 0.74 1.0 1.0
6734,i want to leave tomorrow at seven bar,1.0 1.0 1.0 1.0 1.0 0.88 0.6 0.4
6736,my name is nick,1.0 1.0 1.0 1.0
6737,i'm from turkey,1.0 1.0 1.0
6738,i'm from turkey,1.0 1.0 1.0
6739,my name is maddalena,1.0 1.0 1.0 1.0
6740,i'm from spain,0.94 0.98 0.92
6741,i'm from nine a m,1.0 1.0 0.2 0.56 0.41
6742,i am from museum,1.0 1.0 0.67 0.37
6743,the capital of germany is berlin,1.0 1.0 0.99 1.0 1.0 0.99
6744,i have four younger sister,1.0 1.0 1.0 1.0 0.61
6745,i have brown westminster,0.98 0.97 0.36 0.43
6746,there is,0.35 0.35
6747,iraqi,0.81
6748,iraqi,0.65
6749,i want to holiday,0.86 0.85 0.7 0.94
6750,i pay with credit card,1.0 1.0 1.0 1.0 1.0
6751,is there a hotel restaurant,0.98 0.98 1.0 1.0 1.0
6752,i need a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6753,can i have a single room please,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6754,i would pay with credit card row,1.0 0.85 0.96 1.0 1.0 1.0 0.26
6755,i would pay with dollars,0.96 0.89 1.0 1.0 1.0
6756,give it a indoor swimming pool,0.64 0.89 1.0 1.0 1.0 1.0
6757,is there a swimming pool,1.0 1.0 1.0 1.0 1.0
6758,where is the swimming pool,1.0 1.0 1.0 1.0 1.0
6759,i need a room for six nights,1.0 1.0 0.99 1.0 1.0 1.0 1.0
6760,a single room please,1.0 1.0 1.0 0.71
6761,i would like pay with mastercard,1.0 1.0 0.99 1.0 1.0 0.98
6762,i would like pay with dollars,1.0 1.0 0.98 0.97 1.0 1.0
6763,the toilet shirt room,0.5 0.7 0.39 0.57
6764,is there a hairdresser,1.0 1.0 1.0 1.0
6765,where is the hairdresser,1.0 1.0 1.0 1.0
6766,i need a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6767,a junior suite,0.98 1.0 1.0
6770,can i pay with visa,1.0 1.0 1.0 1.0 1.0
6771,is there a grocery store,1.0 1.0 1.0 1.0 1.0
6772,where is the grocery store,1.0 1.0 1.0 1.0 1.0
6773,i need a room for seven nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6774,a suite please,1.0 1.0 0.93
6775,i would like pay with mastercard,1.0 1.0 1.0 1.0 1.0 0.99
6777,give it a goulash to eight row,0.88 0.98 0.81 0.89 0.56 0.57 0.74
6778,where is the grocery store,0.59 1.0 1.0 1.0 1.0
6779,i need a room for two nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
6781,a single room,1.0 1.0 1.0
6782,i would like pay with credit card,1.0 1.0 1.0 0.94 1.0 1.0 1.0
6783,i would like pay with dollars,1.0 1.0 1.0 0.99 1.0 1.0
6784,give it a suit store,0.99 1.0 1.0 0.37 1.0
6787,a room for six nights,1.0 1.0 1.0 1.0 1.0
6788,a room for six nights,1.0 1.0 1.0 1.0 1.0
6789,a room for six nights,1.0 1.0 1.0 1.0 1.0
6790,a single room,1.0 1.0 1.0
6791,i would like to buy with visa,1.0 1.0 1.0 1.0 0.96 1.0 1.0
6792,this is the grocery store,0.91 0.93 0.98 1.0 1.0
6793,where is the grocery store,1.0 1.0 1.0 1.0 1.0
6795,i need five tickets shop to london please,1.0 1.0 1.0 1.0 0.44 0.78 1.0 0.78
6797,i would like to leave tomorrow at can atm,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9 0.52
6798,my name is brian,1.0 1.0 1.0 1.0
6799,a single room,1.0 1.0 1.0
6800,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6801,is there a fitness room,1.0 1.0 1.0 0.94 0.41
6802,where is the for a musical please,1.0 1.0 1.0 0.63 0.41 0.48 1.0
6803,i would like a room for five nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
6804,single room,1.0 1.0
6805,a single room please,1.0 1.0 1.0 1.0
6806,i am fine,0.56 0.36 0.36
6807,can i pay with the credit card please,1.0 1.0 1.0 1.0 0.54 1.0 0.67 0.98
6808,is there a hotel restaurant,1.0 1.0 1.0 1.0 1.0
6809,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
